,English Version,Label,News,Author,Date,Authenticity
114,Humans Will Settle on Mars in Our Lifetime: Elon Musk Says,tech, நம் வாழ்நாளில் செவ்வாய் கிரகத்தில் மனிதர்கள் குடியேறுவர்: எலான் மஸ்க் கருத்து   ,செய்திப்பிரிவு,07-Jul-22,0
115,'Contradiction in deletion of comments' - Central Govt moves court against...,tech, ‘கருத்துப் பதிவுகளை நீக்குவதில் முரண்பாடு’ - மத்திய அரசுக்கு எதிராக நீதிமன்றத்தை நாடும்...   ,எல்லுச்சாமி கார்த்திக்,05-Jul-22,0
116,OnePlus Nord 2T 5G smartphone sales start in India | Price...,tech, இந்தியாவில் ஒன்பிளஸ் நார்டு 2T 5ஜி ஸ்மார்ட்போன் விற்பனை தொடக்கம் | விலை...   ,செய்திப்பிரிவு,05-Jul-22,0
117,"Moto G42 launched in India | Price, special features",tech," இந்தியாவில் அறிமுகமானது மோட்டோ ஜி42 | விலை, சிறப்பு அம்சங்கள்   ",செய்திப்பிரிவு,04-Jul-22,0
118,Action against educational technology institutes involved in trade irregularities: Central Govt...,tech, வர்த்தக முறைகேட்டில் ஈடுபடும் கல்வித் தொழில்நுட்ப நிறுவனங்கள் மீது நடவடிக்கை: மத்திய அரசு...   ,செய்திப்பிரிவு,01-Jul-22,0
119,WhatsApp banned more than 19 lakh accounts in India in May,tech, இந்தியாவில் மே மாதம் 19 லட்சத்திற்கும் மேற்பட்ட கணக்குகளுக்கு தடை விதித்த வாட்ஸ்அப்   ,செய்திப்பிரிவு,01-Jul-22,0
120,How to understand blockchain technology simply?,tech, பிளாக்செயின் தொழில்நுட்பத்தை எளிமையாக புரிந்துகொள்வது எப்படி?   ,செய்திப்பிரிவு,01-Jul-22,0
121,"Legislation, finance, medical debates on live streaming: China for influencers...",tech," லைவ் ஸ்ட்ரீமிங்கில் சட்டம், நிதி, மருத்துவ விவாதங்களுக்கு தகுதி அவசியம்: இன்ஃப்ளூயன்சர்களுக்கு சீனா...   ",செய்திப்பிரிவு,30-Jun-22,0
122,PSLV C-53 successfully launched,tech, வெற்றிகரமாக விண்ணில் பாய்ந்தது பிஎஸ்எல்வி சி-53   ,செய்திப்பிரிவு,30-Jun-22,0
123,Singapore's PSLV C-53 rocket launches today with satellites,tech, சிங்கப்பூரின் செயற்கைக்கோள்களுடன் பிஎஸ்எல்வி சி-53 ராக்கெட் இன்று விண்ணில் பாய்கிறது   ,செய்திப்பிரிவு,30-Jun-22,0
124,'Cyber ​​security' is the imperative of the times - Principal Scientific Advisor Ajay Kumar...,tech, ‘சைபர் பாதுகாப்பு’ காலத்தின் கட்டாயம் - முதன்மை அறிவியல் ஆலோசகர் அஜய் குமார்...   ,செய்திப்பிரிவு,25-Jun-22,0
125,Poco F4 5G smartphone launched in India with 2-year warranty: Price...,tech, 2 ஆண்டு வாரன்டியுடன் இந்தியாவில் போக்கோ F4 5ஜி ஸ்மார்ட்போன் அறிமுகம்: விலை...   ,செய்திப்பிரிவு,24-Jun-22,0
126,Alexa that mimics the voice of the dead? - Amazon's Paley Project,tech, உயிரிழந்தவர்களின் குரலை மிமிக் செய்யும் அலெக்சா? - அமேசானின் பலே திட்டம்   ,எல்லுச்சாமி கார்த்திக்,23-Jun-22,0
127,Samsung F13 smartphone launched in the Indian market Price & Special...,tech, இந்திய சந்தையில் அறிமுகமானது சாம்சங் F13 ஸ்மார்ட்போன் | விலை & சிறப்பு...   ,செய்திப்பிரிவு,23-Jun-22,0
128,All Patna High Court judges decide to buy iPhone 13 Pro:...,tech, பாட்னா உயர் நீதிமன்ற நீதிபதிகள் அனைவருக்கும் ஐபோன் 13 புரோ வாங்க முடிவு:...  ,செய்திப்பிரிவு,22-Jun-22,0
129,International Yoga Day | Yogify Introduces Smart Yoga Mat,tech, சர்வதேச யோகா தினம் | ஸ்மார்ட் யோகா மேட்டை அறிமுகம் செய்த யோகிஃபை   ,செய்திப்பிரிவு,21-Jun-22,0
130,Noice company has introduced smart glasses called 'i1' Price...,tech, 'i1' என்ற ஸ்மார்ட் கண்ணாடியை அறிமுகம் செய்துள்ள நாய்ஸ் நிறுவனம் | விலை...   ,செய்திப்பிரிவு,21-Jun-22,0
131,Premium Telegram Premium | Introducing Paid Subscription with Extra Features - Detailed...,tech,ப்ரீமியம்  டெலிகிராம் ப்ரீமியம் | கூடுதல் அம்சங்களுடன் கட்டணச் சந்தா அறிமுகம் - விரிவான...   ,எல்லுச்சாமி கார்த்திக்,20-Jun-22,0
132,Realme C30 smartphone launched in the Indian market Price & Special...,tech, இந்திய சந்தையில் அறிமுகமானது ரியல்மி C30 ஸ்மார்ட்போன் | விலை & சிறப்பு...   ,செய்திப்பிரிவு,20-Jun-22,0
133,Technology to absorb carbon dioxide from plants without changing temperature: Sigri...,tech, ஆலைகளில் வெளியேறும் கார்பன் டை ஆக்சைடை வெப்பநிலை மாறாமல் உறிஞ்சும் தொழில்நுட்பம்: சிக்ரி...   ,செய்திப்பிரிவு,19-Jun-22,0
134,5G in 25 cities by the end of this year,tech, இவ்வாண்டு இறுதிக்குள் 25 நகரங்களில் 5ஜி   ,செய்திப்பிரிவு,19-Jun-22,0
135,Launch of 'Boat Xtend Sport' Smartwatch with 700+ Sports Mode in India,tech, இந்தியாவில் 700+ ஸ்போர்ட்ஸ் மோடுடன் 'போட் Xtend ஸ்போர்ட்' ஸ்மார்ட்வாட்ச் அறிமுகம்   ,செய்திப்பிரிவு,17-Jun-22,0
136,More than 150 million users watch YouTube shorts videos every month,tech, யூடியூப் ஷார்ட்ஸ் வீடியோக்களை மாதந்தோறும் 150 கோடிக்கும் மேலான பயனர்கள் பார்ப்பதாக தகவல்   ,செய்திப்பிரிவு,16-Jun-22,0
